Credits,Player Type,Player Name,Team_x,MatchID,Stadium,Runs,Balls,Dismissals,StrikeRate,Economy,Runs Conceded,Balls Bowled,Wickets,Catches,Stumpings,RunOuts,Extras
8.5,BAT,Shubman Gill,IND,4686.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",9,13,1,69.23076923076923,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4690.0,"Wankhede Stadium, Mumbai",92,94,1,97.87234042553192,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4690.0,"Wankhede Stadium, Mumbai",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,BAT,Shubman Gill,IND,4694.0,"Eden Gardens, Kolkata",23,29,1,79.3103448275862,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4703.0,"Wankhede Stadium, Mumbai",80,66,0,121.21212121212122,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4705.0,"Narendra Modi Stadium, Ahmedabad",4,7,1,57.14285714285714,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4705.0,"Narendra Modi Stadium, Ahmedabad",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,BAT,Shubman Gill,IND,4702.0,"M Chinnaswamy Stadium, Bengaluru",51,33,1,154.54545454545453,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4702.0,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0.0,5.5,11,12,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4752.0,"R Premadasa Stadium, Colombo",16,35,1,45.71428571428572,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4752.0,"R Premadasa Stadium, Colombo",0,0,0,0.0,14.0,14,6,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4752.0,"R Premadasa Stadium, Colombo",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,BAT,Shubman Gill,IND,4753.0,"R Premadasa Stadium, Colombo",35,46,1,76.08695652173914,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4754.0,"R Premadasa Stadium, Colombo",6,14,1,42.85714285714285,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4754.0,"R Premadasa Stadium, Colombo",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,BAT,Shubman Gill,IND,4678.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",26,31,1,83.87096774193549,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4678.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,BAT,Shubman Gill,IND,4825.0,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",87,98,1,88.77551020408163,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4828.0,"Barabati Stadium, Cuttack",60,54,1,111.11111111111111,0.0,0,0,0,0,0,0,0
8.5,BAT,Shubman Gill,IND,4828.0,"Barabati Stadium, Cuttack",0,0,0,0.0,0.0,0,0,0,3,0,0,0
8.5,BAT,Shubman Gill,IND,4833.0,"Narendra Modi Stadium, Ahmedabad",112,104,1,107.6923076923077,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2889.0,R Premadasa Stadium,2,2,0,100.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2898.0,SuperSport Park,16,24,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2898.0,SuperSport Park,0,0,0,0.0,7.0,21,18,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2898.0,SuperSport Park,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2904.0,New Wanderers Stadium,79,107,0,73.83177570093457,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2913.0,Reliance Stadium,30,42,1,71.42857142857143,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2913.0,Reliance Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2919.0,"Punjab Cricket Association Stadium, Mohali",10,17,1,58.82352941176471,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2932.0,Madhavrao Scindia Cricket Ground,27,19,1,142.10526315789474,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2932.0,Madhavrao Scindia Cricket Ground,0,0,0,0.0,0.0,0,0,0,0,0,1,0
9.0,BAT,Virat Kohli,IND,2933.0,"Vidarbha Cricket Association Stadium, Jamtha",54,65,1,83.07692307692308,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2933.0,"Vidarbha Cricket Association Stadium, Jamtha",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2935.0,Eden Gardens,107,119,1,89.91596638655463,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2935.0,Eden Gardens,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2939.0,Shere Bangla National Stadium,91,107,1,85.04672897196261,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2939.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2941.0,Shere Bangla National Stadium,71,69,0,102.89855072463769,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2941.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2942.0,Shere Bangla National Stadium,102,95,0,107.36842105263158,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2942.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2943.0,Shere Bangla National Stadium,2,8,1,25.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2943.0,Shere Bangla National Stadium,0,0,0,0.0,7.199999999999999,12,10,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2943.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2961.0,Sawai Mansingh Stadium,31,46,1,67.3913043478261,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2961.0,Sawai Mansingh Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2963.0,"Sardar Patel Stadium, Motera",57,71,1,80.28169014084507,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2963.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,5.5,11,12,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2983.0,Queens Sports Club,82,93,1,88.17204301075269,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2983.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,0,0,1,0
9.0,BAT,Virat Kohli,IND,2986.0,Harare Sports Club,18,29,1,62.06896551724138,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2986.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2988.0,Harare Sports Club,68,95,1,71.57894736842105,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2988.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2993.0,Rangiri Dambulla International Stadium,11,22,1,50.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2996.0,Rangiri Dambulla International Stadium,18,27,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,2996.0,Rangiri Dambulla International Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,2999.0,Rangiri Dambulla International Stadium,10,14,1,71.42857142857143,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3001.0,Rangiri Dambulla International Stadium,28,34,1,82.35294117647058,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3001.0,Rangiri Dambulla International Stadium,0,0,0,0.0,5.052631578947368,16,19,0,0,0,0,1
9.0,BAT,Virat Kohli,IND,3001.0,Rangiri Dambulla International Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0
9.0,BAT,Virat Kohli,IND,3032.0,Rangiri Dambulla International Stadium,0,3,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3039.0,Rangiri Dambulla International Stadium,8,16,1,50.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3040.0,Rangiri Dambulla International Stadium,37,57,1,64.91228070175438,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3060.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,118,125,1,94.4,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3070.0,Nehru Stadium,105,107,1,98.13084112149532,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3072.0,Sawai Mansingh Stadium,64,73,1,87.67123287671232,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3072.0,Sawai Mansingh Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3074.0,Reliance Stadium,63,73,0,86.3013698630137,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3074.0,Reliance Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0
9.0,BAT,Virat Kohli,IND,3076.0,M Chinnaswamy Stadium,0,3,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3077.0,"MA Chidambaram Stadium, Chepauk",2,8,1,25.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3079.0,Kingsmead,54,72,1,75.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3080.0,New Wanderers Stadium,22,34,1,64.70588235294117,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3082.0,Newlands,28,42,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3082.0,Newlands,0,0,0,0.0,0.0,0,0,0,3,0,0,0
9.0,BAT,Virat Kohli,IND,3084.0,St George's Park,87,92,0,94.56521739130434,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3084.0,St George's Park,0,0,0,0.0,0.0,0,0,0,1,0,2,0
9.0,BAT,Virat Kohli,IND,3087.0,SuperSport Park,2,6,1,33.33333333333333,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3100.0,Shere Bangla National Stadium,100,86,0,116.27906976744188,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3110.0,M Chinnaswamy Stadium,8,5,1,160.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3110.0,M Chinnaswamy Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3124.0,Feroz Shah Kotla,12,20,1,60.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3124.0,Feroz Shah Kotla,0,0,0,0.0,0.0,0,0,0,0,0,1,0
9.0,BAT,Virat Kohli,IND,3128.0,"Vidarbha Cricket Association Stadium, Jamtha",1,3,1,33.33333333333333,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3128.0,"Vidarbha Cricket Association Stadium, Jamtha",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3141.0,"MA Chidambaram Stadium, Chepauk",59,78,1,75.64102564102564,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3143.0,"Sardar Patel Stadium, Motera",24,33,1,72.72727272727273,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3143.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,6.0,6,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3147.0,"Punjab Cricket Association Stadium, Mohali",9,21,1,42.85714285714285,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3147.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3148.0,Wankhede Stadium,35,52,1,67.3076923076923,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3148.0,Wankhede Stadium,0,0,0,0.0,6.0,6,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3159.0,"Queen's Park Oval, Port of Spain",2,8,1,25.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3159.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,5.052631578947368,16,19,0,0,0,0,1
9.0,BAT,Virat Kohli,IND,3159.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3160.0,"Queen's Park Oval, Port of Spain",81,106,1,76.41509433962264,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3161.0,"Sir Vivian Richards Stadium, North Sound",0,1,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3161.0,"Sir Vivian Richards Stadium, North Sound",0,0,0,0.0,7.0,7,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3161.0,"Sir Vivian Richards Stadium, North Sound",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3162.0,"Sir Vivian Richards Stadium, North Sound",22,33,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3162.0,"Sir Vivian Richards Stadium, North Sound",0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3163.0,"Sabina Park, Kingston",94,107,1,87.85046728971963,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3163.0,"Sabina Park, Kingston",0,0,0,0.0,4.105263157894737,13,19,0,0,0,0,1
9.0,BAT,Virat Kohli,IND,3186.0,Riverside Ground,55,74,1,74.32432432432432,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3187.0,The Rose Bowl,9,9,1,100.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3187.0,The Rose Bowl,0,0,0,0.0,7.333333333333334,22,18,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3187.0,The Rose Bowl,0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3189.0,Kennington Oval,7,18,1,38.88888888888889,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3191.0,Lord's,16,39,1,41.02564102564102,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3191.0,Lord's,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3195.0,Sophia Gardens,107,93,1,115.05376344086022,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3195.0,Sophia Gardens,0,0,0,0.0,7.333333333333334,44,36,1,0,0,0,0
9.0,BAT,Virat Kohli,IND,3199.0,"Rajiv Gandhi International Stadium, Uppal",37,63,1,58.730158730158735,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3199.0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0.0,3.666666666666667,11,18,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3201.0,Feroz Shah Kotla,112,104,0,107.6923076923077,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3201.0,Feroz Shah Kotla,0,0,0,0.0,3.6,18,30,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3201.0,Feroz Shah Kotla,0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3205.0,"Punjab Cricket Association Stadium, Mohali",35,30,1,116.66666666666669,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3205.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,6.666666666666667,20,18,1,0,0,0,0
9.0,BAT,Virat Kohli,IND,3207.0,Wankhede Stadium,86,99,0,86.86868686868688,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3207.0,Wankhede Stadium,0,0,0,0.0,3.5,14,24,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3207.0,Wankhede Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3210.0,Eden Gardens,0,5,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3210.0,Eden Gardens,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3217.0,Barabati Stadium,3,7,1,42.85714285714285,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3217.0,Barabati Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3219.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,117,127,1,92.1259842519685,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3221.0,"Sardar Patel Stadium, Motera",20,30,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3223.0,Holkar Cricket Stadium,23,13,0,176.9230769230769,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3224.0,"MA Chidambaram Stadium, Chepauk",80,86,1,93.02325581395348,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3224.0,"MA Chidambaram Stadium, Chepauk",0,0,0,0.0,11.0,11,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3231.0,Melbourne Cricket Ground,31,34,1,91.17647058823528,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3231.0,Melbourne Cricket Ground,0,0,0,0.0,3.4285714285714284,4,7,0,0,0,0,1
9.0,BAT,Virat Kohli,IND,3231.0,Melbourne Cricket Ground,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3233.0,Western Australia Cricket Association Ground,77,94,1,81.91489361702128,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3233.0,Western Australia Cricket Association Ground,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3237.0,Adelaide Oval,18,28,1,64.28571428571429,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3237.0,Adelaide Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3239.0,Adelaide Oval,15,25,1,60.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3239.0,Adelaide Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3244.0,"Brisbane Cricket Ground, Woolloongabba",12,25,1,48.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3244.0,"Brisbane Cricket Ground, Woolloongabba",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3246.0,"Brisbane Cricket Ground, Woolloongabba",66,83,1,79.51807228915662,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3246.0,"Brisbane Cricket Ground, Woolloongabba",0,0,0,0.0,10.5,14,8,0,0,0,0,6
9.0,BAT,Virat Kohli,IND,3250.0,Sydney Cricket Ground,21,27,1,77.77777777777779,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3250.0,Sydney Cricket Ground,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3251.0,Bellerive Oval,133,91,0,146.15384615384613,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3259.0,Shere Bangla National Stadium,108,122,1,88.52459016393442,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3259.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3261.0,Shere Bangla National Stadium,66,82,1,80.48780487804879,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3263.0,Shere Bangla National Stadium,183,151,1,121.19205298013244,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3263.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3293.0,R Premadasa Stadium,38,69,1,55.072463768115945,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3293.0,R Premadasa Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3294.0,R Premadasa Stadium,128,121,0,105.78512396694217,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3294.0,R Premadasa Stadium,0,0,0,0.0,3.5,7,12,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3294.0,R Premadasa Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3295.0,Pallekele International Cricket Stadium,23,36,1,63.888888888888886,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3295.0,Pallekele International Cricket Stadium,0,0,0,0.0,3.0,3,6,1,0,0,0,0
9.0,BAT,Virat Kohli,IND,3295.0,Pallekele International Cricket Stadium,0,0,0,0.0,0.0,0,0,0,1,0,1,0
9.0,BAT,Virat Kohli,IND,3314.0,"MA Chidambaram Stadium, Chepauk",0,5,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3314.0,"MA Chidambaram Stadium, Chepauk",0,0,0,0.0,7.411764705882353,21,17,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3315.0,Eden Gardens,6,9,1,66.66666666666666,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3316.0,Feroz Shah Kotla,7,18,1,38.88888888888889,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3318.0,Saurashtra Cricket Association Stadium,15,22,1,68.18181818181817,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3318.0,Saurashtra Cricket Association Stadium,0,0,0,0.0,9.0,9,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3318.0,Saurashtra Cricket Association Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3320.0,Nehru Stadium,37,55,1,67.27272727272727,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3322.0,JSCA International Stadium Complex,77,80,0,96.25,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3327.0,"Punjab Cricket Association Stadium, Mohali",26,33,1,78.78787878787878,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3329.0,Himachal Pradesh Cricket Association Stadium,0,1,1,0.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3363.0,Sophia Gardens,31,41,1,75.60975609756098,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3368.0,Kennington Oval,22,18,1,122.22222222222224,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3368.0,Kennington Oval,0,0,0,0.0,6.5,26,24,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3372.0,Edgbaston,22,27,0,81.48148148148148,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3372.0,Edgbaston,0,0,0,0.0,5.5,11,12,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3372.0,Edgbaston,0,0,0,0.0,0.0,0,0,0,1,0,1,0
9.0,BAT,Virat Kohli,IND,3376.0,Sophia Gardens,58,65,0,89.23076923076924,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3377.0,Edgbaston,43,36,1,119.44444444444444,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3380.0,"Sabina Park, Kingston",11,21,1,52.38095238095239,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3382.0,"Sabina Park, Kingston",2,5,1,40.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3382.0,"Sabina Park, Kingston",0,0,0,0.0,4.5,9,12,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3383.0,"Queen's Park Oval, Port of Spain",102,88,1,115.90909090909092,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3387.0,"Queen's Park Oval, Port of Spain",31,52,1,59.61538461538461,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3387.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3388.0,"Queen's Park Oval, Port of Spain",2,5,1,40.0,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3388.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,5.368421052631579,17,19,0,0,0,0,5
9.0,BAT,Virat Kohli,IND,3395.0,Harare Sports Club,115,109,1,105.50458715596328,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3397.0,Harare Sports Club,14,18,1,77.77777777777779,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3399.0,Harare Sports Club,68,91,0,74.72527472527473,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3399.0,Harare Sports Club,0,0,0,0.0,7.0,7,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3402.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3403.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,2,0,0,0
9.0,BAT,Virat Kohli,IND,3419.0,Maharashtra Cricket Association Stadium,61,85,1,71.76470588235294,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3419.0,Maharashtra Cricket Association Stadium,0,0,0,0.0,12.0,12,6,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3419.0,Maharashtra Cricket Association Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
9.0,BAT,Virat Kohli,IND,3420.0,Sawai Mansingh Stadium,100,54,0,185.1851851851852,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3421.0,"Punjab Cricket Association Stadium, Mohali",68,74,1,91.8918918918919,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3421.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,15.42857142857143,18,7,0,0,0,0,1
9.0,BAT,Virat Kohli,IND,3424.0,"Vidarbha Cricket Association Stadium, Jamtha",115,66,0,174.24242424242425,0.0,0,0,0,0,0,0,0
9.0,BAT,Virat Kohli,IND,3424.0,"Vidarbha Cricket Association Stadium, Jamtha",0,0,0,0.0,7.5,15,12,0,0,0,0,0
