Credits,Player Type,Player Name,Team_x,MatchID,Stadium,Runs,Balls,Dismissals,StrikeRate,Economy,Runs Conceded,Balls Bowled,Wickets,Catches,Stumpings,RunOuts,Extras
8.5,ALL,Mehidy Hasan Miraz,BAN,4674.0,"Maharashtra Cricket Association Stadium, Pune",3,13,1,23.07692307692308,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4674.0,"Maharashtra Cricket Association Stadium, Pune",0,0,0,0.0,4.6229508196721305,47,61,2,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4680.0,"Wankhede Stadium, Mumbai",11,20,1,55.00000000000001,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4680.0,"Wankhede Stadium, Mumbai",0,0,0,0.0,4.714285714285714,44,56,1,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,4685.0,"Eden Gardens, Kolkata",35,40,1,87.5,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4685.0,"Eden Gardens, Kolkata",0,0,0,0.0,4.25,17,24,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4685.0,"Eden Gardens, Kolkata",0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4688.0,"Eden Gardens, Kolkata",25,30,1,83.33333333333334,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4688.0,"Eden Gardens, Kolkata",0,0,0,0.0,6.666666666666667,60,54,3,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4695.0,"Arun Jaitley Stadium, Delhi",3,7,1,42.85714285714285,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4695.0,"Arun Jaitley Stadium, Delhi",0,0,0,0.0,4.9,49,60,1,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4700.0,"Maharashtra Cricket Association Stadium, Pune",29,21,1,138.0952380952381,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4700.0,"Maharashtra Cricket Association Stadium, Pune",0,0,0,0.0,7.833333333333334,47,36,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4094.0,Hagley Oval,16,20,1,80.0,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4094.0,Hagley Oval,0,0,0,0.0,6.0,43,43,0,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4711.0,"University Oval, Dunedin",28,21,0,133.33333333333331,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4711.0,"University Oval, Dunedin",0,0,0,0.0,10.6,53,30,2,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4711.0,"University Oval, Dunedin",0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4714.0,"Saxton Oval, Nelson",19,26,1,73.07692307692307,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4714.0,"Saxton Oval, Nelson",0,0,0,0.0,4.451612903225806,46,62,0,0,0,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,4717.0,"McLean Park, Napier",0,0,0,0.0,3.0,3,6,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4717.0,"McLean Park, Napier",0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4743.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",0,0,0,0.0,3.245901639344263,33,61,1,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4744.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",12,18,1,66.66666666666666,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4744.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",0,0,0,0.0,5.8,58,60,1,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4744.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4745.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",25,43,1,58.13953488372093,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4745.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",0,0,0,0.0,3.8,38,60,2,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4291.0,Sher-e-Bangla National Cricket Stadium,0,2,1,0.0,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4291.0,Sher-e-Bangla National Cricket Stadium,0,0,0,0.0,2.8,28,60,3,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4813.0,"Warner Park, Basseterre, St Kitts",74,105,1,70.47619047619048,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4813.0,"Warner Park, Basseterre, St Kitts",0,0,0,0.0,6.763636363636364,62,55,1,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4813.0,"Warner Park, Basseterre, St Kitts",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4814.0,"Warner Park, Basseterre, St Kitts",1,6,1,16.666666666666664,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4814.0,"Warner Park, Basseterre, St Kitts",0,0,0,0.0,4.800000000000001,24,30,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4815.0,"Warner Park, Basseterre, St Kitts",77,74,1,104.05405405405406,0.0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4815.0,"Warner Park, Basseterre, St Kitts",0,0,0,0.0,6.8,68,60,0,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4815.0,"Warner Park, Basseterre, St Kitts",0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.5,ALL,Mehidy Hasan Miraz,BAN,4290.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,3.2,32,60,4,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,4290.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2790.0,Shere Bangla National Stadium,0,5,1,0.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2790.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,2793.0,Shere Bangla National Stadium,1,8,1,12.5,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2793.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2801.0,Shere Bangla National Stadium,20,31,0,64.51612903225806,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2801.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2862.0,"Windsor Park, Roseau",11,18,1,61.11111111111112,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2863.0,"Windsor Park, Roseau",31,34,1,91.17647058823528,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2863.0,"Windsor Park, Roseau",0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2865.0,"Warner Park, Basseterre",31,42,1,73.80952380952381,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2865.0,"Warner Park, Basseterre",0,0,0,0.0,0.0,0,0,0,0,0,2,0
8.0,WK,Mushfiqur Rahim,BAN,2871.0,Queens Sports Club,23,19,0,121.05263157894736,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2871.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2872.0,Queens Sports Club,33,39,1,84.61538461538461,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2872.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,2,0
8.0,WK,Mushfiqur Rahim,BAN,2873.0,Queens Sports Club,15,15,1,100.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2873.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,2874.0,Queens Sports Club,98,125,1,78.4,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2874.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,1,1,0
8.0,WK,Mushfiqur Rahim,BAN,2914.0,Shere Bangla National Stadium,56,78,1,71.7948717948718,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2916.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2917.0,Shere Bangla National Stadium,4,10,1,40.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2917.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2920.0,Zohur Ahmed Chowdhury Stadium,2,5,0,40.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2920.0,Zohur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2922.0,Zohur Ahmed Chowdhury Stadium,23,20,1,115.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2922.0,Zohur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2937.0,Shere Bangla National Stadium,35,54,1,64.81481481481481,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2937.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2939.0,Shere Bangla National Stadium,6,13,1,46.15384615384615,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2940.0,Shere Bangla National Stadium,32,22,1,145.45454545454547,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2940.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2942.0,Shere Bangla National Stadium,7,19,1,36.84210526315789,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2942.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2949.0,McLean Park,8,24,1,33.33333333333333,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2949.0,McLean Park,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2951.0,University Oval,86,109,1,78.89908256880734,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2951.0,University Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2953.0,AMI Stadium,4,14,1,28.57142857142857,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2953.0,AMI Stadium,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2965.0,Shere Bangla National Stadium,76,89,1,85.39325842696628,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2965.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2968.0,Zohur Ahmed Chowdhury Stadium,40,43,1,93.02325581395348,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2968.0,Zohur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2993.0,Rangiri Dambulla International Stadium,30,57,1,52.63157894736842,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2993.0,Rangiri Dambulla International Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,2995.0,Rangiri Dambulla International Stadium,6,12,1,50.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2995.0,Rangiri Dambulla International Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2998.0,Rangiri Dambulla International Stadium,1,5,1,20.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,2998.0,Rangiri Dambulla International Stadium,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3018.0,Trent Bridge,22,19,1,115.78947368421052,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3028.0,"Civil Service Cricket Club, Stormont",13,16,0,81.25,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3028.0,"Civil Service Cricket Club, Stormont",0,0,0,0.0,0.0,0,0,0,3,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3051.0,Shere Bangla National Stadium,22,39,1,56.41025641025641,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3054.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3056.0,Shere Bangla National Stadium,13,25,1,52.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3058.0,Shere Bangla National Stadium,29,41,1,70.73170731707317,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3071.0,Shere Bangla National Stadium,1,9,1,11.11111111111111,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3071.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,0,2,1,0
8.0,WK,Mushfiqur Rahim,BAN,3073.0,Shere Bangla National Stadium,7,9,0,77.77777777777779,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3073.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3075.0,Shere Bangla National Stadium,63,74,1,85.13513513513513,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3075.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,2,0,0
8.0,WK,Mushfiqur Rahim,BAN,3078.0,Zahur Ahmed Chowdhury Stadium,6,19,0,31.57894736842105,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3078.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3100.0,Shere Bangla National Stadium,25,30,1,83.33333333333334,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3100.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3108.0,Shere Bangla National Stadium,36,66,1,54.54545454545454,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3108.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3118.0,Shere Bangla National Stadium,0,4,1,0.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3127.0,Zahur Ahmed Chowdhury Stadium,6,21,1,28.57142857142857,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3127.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3131.0,Zahur Ahmed Chowdhury Stadium,11,12,0,91.66666666666666,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3131.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,1,2,0
8.0,WK,Mushfiqur Rahim,BAN,3138.0,Shere Bangla National Stadium,3,21,1,14.285714285714285,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3138.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3149.0,Shere Bangla National Stadium,44,60,0,73.33333333333333,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3149.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3150.0,Shere Bangla National Stadium,81,80,0,101.25,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3151.0,Shere Bangla National Stadium,1,4,1,25.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3176.0,Harare Sports Club,59,91,1,64.83516483516483,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3176.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3177.0,Harare Sports Club,12,20,1,60.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3177.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,0,2,0,0
8.0,WK,Mushfiqur Rahim,BAN,3179.0,Harare Sports Club,101,100,1,101.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3179.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3181.0,Queens Sports Club,16,40,1,40.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3181.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,4,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3183.0,Queens Sports Club,20,31,1,64.51612903225806,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3183.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3198.0,Shere Bangla National Stadium,21,21,1,100.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3200.0,Shere Bangla National Stadium,69,112,1,61.60714285714286,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3202.0,Zahur Ahmed Chowdhury Stadium,10,39,0,25.64102564102564,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3202.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3218.0,Shere Bangla National Stadium,11,28,1,39.285714285714285,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3218.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3220.0,Shere Bangla National Stadium,1,10,1,10.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3220.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3222.0,Zahur Ahmed Chowdhury Stadium,0,3,1,0.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3222.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,3,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3258.0,Shere Bangla National Stadium,3,5,1,60.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3258.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3261.0,Shere Bangla National Stadium,46,26,0,176.9230769230769,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3261.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3265.0,Shere Bangla National Stadium,1,4,1,25.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3265.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,1,1,0
8.0,WK,Mushfiqur Rahim,BAN,3267.0,Shere Bangla National Stadium,10,8,1,125.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3267.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3309.0,Sheikh Abu Naser Stadium,16,23,0,69.56521739130434,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3309.0,Sheikh Abu Naser Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3310.0,Sheikh Abu Naser Stadium,79,89,1,88.76404494382022,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3310.0,Sheikh Abu Naser Stadium,0,0,0,0.0,0.0,0,0,0,3,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3312.0,Shere Bangla National Stadium,27,60,1,45.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3312.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3313.0,Shere Bangla National Stadium,44,60,1,73.33333333333333,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3313.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3349.0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",3,12,1,25.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3352.0,Pallekele International Cricket Stadium,9,8,1,112.5,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3352.0,Pallekele International Cricket Stadium,0,0,0,0.0,0.0,0,0,0,0,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3353.0,Queens Sports Club,5,13,1,38.46153846153847,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3353.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,0,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3354.0,Queens Sports Club,26,36,1,72.22222222222221,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3355.0,Queens Sports Club,32,45,1,71.11111111111111,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3355.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3423.0,Shere Bangla National Stadium,90,101,1,89.10891089108911,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3423.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3426.0,Shere Bangla National Stadium,31,29,1,106.89655172413792,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3426.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3429.0,Khan Shaheb Osman Ali Stadium,2,4,1,50.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3429.0,Khan Shaheb Osman Ali Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3469.0,Shere Bangla National Stadium,27,50,1,54.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3469.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,1,0
8.0,WK,Mushfiqur Rahim,BAN,3470.0,Shere Bangla National Stadium,79,86,1,91.86046511627907,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3470.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3471.0,Shere Bangla National Stadium,30,38,1,78.94736842105263,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3474.0,Khan Shaheb Osman Ali Stadium,117,119,1,98.31932773109244,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3482.0,Shere Bangla National Stadium,51,35,0,145.7142857142857,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3485.0,Shere Bangla National Stadium,4,6,1,66.66666666666666,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3497.0,Shere Bangla National Stadium,59,63,1,93.65079365079364,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3498.0,Shere Bangla National Stadium,11,25,1,44.0,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3498.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3499.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,3,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3509.0,"National Cricket Stadium, St George's",12,22,1,54.54545454545454,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3509.0,"National Cricket Stadium, St George's",0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3511.0,"National Cricket Stadium, St George's",6,16,1,37.5,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3511.0,"National Cricket Stadium, St George's",0,0,0,0.0,0.0,0,0,0,2,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3514.0,"Warner Park, Basseterre",72,118,1,61.01694915254237,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3514.0,"Warner Park, Basseterre",0,0,0,0.0,0.0,0,0,0,1,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3550.0,Zahur Ahmed Chowdhury Stadium,65,78,1,83.33333333333334,0.0,0,0,0,0,0,0,0
8.0,WK,Mushfiqur Rahim,BAN,3550.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,1,0,0
8.0,WK,Mushfiqur Rahim,BAN,3552.0,Zahur Ahmed Chowdhury Stadium,27,30,1,90.0,0.0,0,0,0,0,0,0,0
