Credits,Player Type,Player Name,Team_x,Unnamed: 0,MatchID,Stadium,Runs,FBalls,Dismissals,StrikeRate,Economy,Runs Conceded,Balls Bowled,Wickets,Catches,Stumpings,RunOuts,Extras,Fours,Sixes,Overs,Maidens,Score
9.0,BAT,Travis Head,AUS,40623,4779.0,"County Ground, Bristol",3,26,1,11.538461538461538,0.0,0,0,0,0,0,0,0,4,2,0,0,5
9.0,BAT,Travis Head,AUS,40633,4779.0,"County Ground, Bristol",0,0,0,0.0,4.35,29,40,4,0,0,0,4,0,0,6,0,115
9.0,BAT,Travis Head,AUS,104892,3745.0,"Warner Park, Basseterre",1,2,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,BAT,Travis Head,AUS,104913,3745.0,"Warner Park, Basseterre",0,0,0,0.0,4.702702702702703,29,37,0,0,0,0,1,0,0,6,0,3
9.0,BAT,Travis Head,AUS,105343,3785.0,SuperSport Park,10,18,1,55.55555555555556,0.0,0,0,0,0,0,0,0,2,0,0,0,8
9.0,BAT,Travis Head,AUS,105365,3785.0,SuperSport Park,0,0,0,0.0,8.0,16,12,0,0,0,0,0,0,0,2,0,-3
9.0,BAT,Travis Head,AUS,105372,3785.0,SuperSport Park,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,13
9.0,BAT,Travis Head,AUS,105386,3787.0,New Wanderers Stadium,19,45,1,42.22222222222222,0.0,0,0,0,0,0,0,0,5,2,0,0,22
9.0,BAT,Travis Head,AUS,105397,3787.0,New Wanderers Stadium,0,0,0,0.0,9.692307692307692,21,13,0,0,0,0,5,0,0,2,0,-3
9.0,BAT,Travis Head,AUS,105418,3790.0,Kingsmead,13,18,1,72.22222222222221,0.0,0,0,0,0,0,0,0,4,1,0,0,19
9.0,BAT,Travis Head,AUS,105439,3790.0,Kingsmead,0,0,0,0.0,10.333333333333334,31,18,1,0,0,0,0,0,0,3,0,16
9.0,BAT,Travis Head,AUS,105452,3792.0,St George's Park,0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,BAT,Travis Head,AUS,105478,3792.0,St George's Park,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
9.0,BAT,Travis Head,AUS,105494,3795.0,Newlands,19,43,1,44.18604651162791,0.0,0,0,0,0,0,0,0,4,0,0,0,17
9.0,BAT,Travis Head,AUS,105504,3795.0,Newlands,0,0,0,0.0,6.0,51,51,0,0,0,0,5,0,0,8,0,-1
9.0,BAT,Travis Head,AUS,105878,3768.0,R Premadasa Stadium,6,17,1,35.294117647058826,0.0,0,0,0,0,0,0,0,1,0,0,0,1
9.0,BAT,Travis Head,AUS,105886,3768.0,R Premadasa Stadium,0,0,0,0.0,4.5,18,24,0,0,0,0,0,0,0,4,0,3
9.0,BAT,Travis Head,AUS,105895,3768.0,R Premadasa Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,13
9.0,BAT,Travis Head,AUS,105922,3769.0,R Premadasa Stadium,19,49,1,38.775510204081634,0.0,0,0,0,0,0,0,0,3,0,0,0,16
9.0,BAT,Travis Head,AUS,105930,3769.0,R Premadasa Stadium,0,0,0,0.0,9.461538461538462,41,26,0,0,0,0,2,0,0,4,0,-3
9.0,BAT,Travis Head,AUS,105962,3772.0,Rangiri Dambulla International Stadium,16,50,1,32.0,0.0,0,0,0,0,0,0,0,5,0,0,0,15
9.0,BAT,Travis Head,AUS,106004,3774.0,Rangiri Dambulla International Stadium,32,62,1,51.61290322580645,0.0,0,0,0,0,0,0,0,2,0,0,0,30
9.0,BAT,Travis Head,AUS,106011,3774.0,Rangiri Dambulla International Stadium,0,0,0,0.0,2.5,5,12,1,0,0,0,0,0,0,2,0,28
9.0,BAT,Travis Head,AUS,106038,3776.0,Pallekele International Cricket Stadium,9,20,1,45.0,0.0,0,0,0,0,0,0,0,1,0,0,0,4
9.0,BAT,Travis Head,AUS,106046,3776.0,Pallekele International Cricket Stadium,0,0,0,0.0,4.4,22,30,2,0,0,0,0,0,0,5,0,53
9.0,BAT,Travis Head,AUS,113948,,"County Ground, New Road, Worcester",14,35,1,40.0,0.0,0,0,0,0,0,0,0,4,0,0,0,12
9.0,BAT,Travis Head,AUS,113975,,"County Ground, New Road, Worcester",0,0,0,0.0,6.857142857142857,48,42,2,0,0,0,0,0,0,7,0,49
9.0,BAT,Travis Head,AUS,114370,,"Headingley, Leeds",47,98,1,47.95918367346938,0.0,0,0,0,0,0,0,0,6,1,0,0,49
9.0,BAT,Travis Head,AUS,114405,,"Headingley, Leeds",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
9.0,BAT,Travis Head,AUS,114696,,"Roseworth Terrace, Gosforth",3,10,1,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
9.0,BAT,Travis Head,AUS,114704,,"Roseworth Terrace, Gosforth",0,0,0,0.0,5.2,26,30,0,0,0,0,0,0,0,5,0,1
9.0,BAT,Travis Head,AUS,114878,,"County Ground, New Road, Worcester",5,20,1,25.0,0.0,0,0,0,0,0,0,0,3,0,0,0,2
9.0,BAT,Travis Head,AUS,124086,,"The Cricket Field, Sedbergh School",30,61,1,49.18032786885246,0.0,0,0,0,0,0,0,0,5,1,0,0,31
9.0,BAT,Travis Head,AUS,124114,,"The Cricket Field, Sedbergh School",0,0,0,0.0,5.8,29,30,0,0,0,0,1,0,0,5,0,1
9.0,BAT,Travis Head,AUS,124122,,"The Cricket Field, Sedbergh School",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
9.0,BAT,Travis Head,AUS,124460,,"The Rose Bowl, Southampton",28,48,1,58.333333333333336,0.0,0,0,0,0,0,0,0,6,0,0,0,30
9.0,BAT,Travis Head,AUS,124471,,"The Rose Bowl, Southampton",0,0,0,0.0,7.5,30,24,0,0,0,0,0,0,0,4,0,-3
9.0,BAT,Travis Head,AUS,124777,,"County Ground, Hove",24,37,1,64.86486486486487,0.0,0,0,0,0,0,0,0,4,2,0,0,30
9.0,BAT,Travis Head,AUS,124971,,"County Ground, Hove",9,19,1,47.368421052631575,0.0,0,0,0,0,0,0,0,0,0,0,0,3
9.0,BAT,Travis Head,AUS,124992,,"County Ground, Hove",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
9.0,BAT,Travis Head,AUS,125483,,"County Ground, New Road, Worcester",32,42,0,76.19047619047619,0.0,0,0,0,0,0,0,0,0,1,0,0,34
9.0,BAT,Travis Head,AUS,125757,,"County Ground, Chelmsford",12,35,1,34.285714285714285,0.0,0,0,0,0,0,0,0,5,1,0,0,13
9.0,BAT,Travis Head,AUS,126169,,"County Ground, Hove",8,20,0,40.0,0.0,0,0,0,0,0,0,0,5,3,0,0,13
9.0,BAT,Travis Head,AUS,126192,,"County Ground, Hove",0,0,0,0.0,5.0,35,42,2,0,0,0,0,0,0,7,0,51
9.0,BAT,Travis Head,AUS,158483,,"Grace Road, Leicester",79,140,1,56.42857142857143,0.0,0,0,0,0,0,0,0,18,4,0,0,105
9.0,BAT,Travis Head,AUS,158873,,"North Marine Road Ground, Scarborough",0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9.0,BAT,Travis Head,AUS,158894,,"North Marine Road Ground, Scarborough",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
9.0,BAT,Travis Head,AUS,159204,,"Riverside Ground, Chester-le-Street",25,59,1,42.3728813559322,0.0,0,0,0,0,0,0,0,6,0,0,0,25
9.0,BAT,Travis Head,AUS,159280,,"Headingley, Leeds",33,64,1,51.5625,0.0,0,0,0,0,0,0,0,5,0,0,0,34
8.5,ALL,Mehidy Hasan Miraz,BAN,997,3879.0,Kennington Oval,10,26,1,38.46153846153847,0.0,0,0,0,0,0,0,0,1,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,1014,3879.0,Kennington Oval,0,0,0,0.0,4.0,4,6,0,0,0,0,0,0,0,1,0,-3
8.5,ALL,Mehidy Hasan Miraz,BAN,2308,3868.0,Clontarf Cricket Club Ground,2,6,1,33.33333333333333,0.0,0,0,0,0,0,0,0,1,0,0,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,2328,3868.0,Clontarf Cricket Club Ground,0,0,0,0.0,5.625,45,48,0,0,0,0,0,0,0,8,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,4415,3929.0,Buffalo Park,11,39,1,28.205128205128204,0.0,0,0,0,0,0,0,0,1,0,0,0,6
8.5,ALL,Mehidy Hasan Miraz,BAN,4419,3929.0,Buffalo Park,0,0,0,0.0,5.9,59,60,2,0,0,0,0,0,0,10,0,51
8.5,ALL,Mehidy Hasan Miraz,BAN,4752,3855.0,Rangiri Dambulla International Stadium,0,0,0,0.0,4.5,45,60,3,0,0,0,2,0,0,10,0,82
8.5,ALL,Mehidy Hasan Miraz,BAN,4780,3856.0,Rangiri Dambulla International Stadium,0,0,0,0.0,5.0,50,60,1,0,0,0,0,0,0,10,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,4807,3858.0,Sinhalese Sports Club Ground,27,75,1,36.0,0.0,0,0,0,0,0,0,0,6,0,0,0,27
8.5,ALL,Mehidy Hasan Miraz,BAN,4813,3858.0,Sinhalese Sports Club Ground,0,0,0,0.0,4.819672131147541,49,61,2,0,0,0,1,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,9049,3967.0,"Shere Bangla National Stadium, Mirpur",5,14,1,35.714285714285715,0.0,0,0,0,0,0,0,0,0,0,0,0,-1
8.5,ALL,Mehidy Hasan Miraz,BAN,9054,3967.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,5.3,53,60,1,0,0,0,0,0,0,10,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,11466,4147.0,Kennington Oval,1,3,0,33.33333333333333,0.0,0,0,0,0,0,0,0,1,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,11485,4147.0,Kennington Oval,0,0,0,0.0,4.4,44,60,2,0,0,0,0,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,11493,4147.0,Kennington Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,11579,4151.0,Kennington Oval,7,9,1,77.77777777777779,0.0,0,0,0,0,0,0,0,0,0,0,0,7
8.5,ALL,Mehidy Hasan Miraz,BAN,11598,4151.0,Kennington Oval,0,0,0,0.0,4.6229508196721305,47,61,2,0,0,0,1,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,11609,4151.0,Kennington Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,11673,4153.0,Sophia Gardens,4,8,1,50.0,0.0,0,0,0,0,0,0,0,2,0,0,0,6
8.5,ALL,Mehidy Hasan Miraz,BAN,11680,4153.0,Sophia Gardens,0,0,0,0.0,6.688524590163934,68,61,2,0,0,0,2,0,0,10,0,49
8.5,ALL,Mehidy Hasan Miraz,BAN,11688,4153.0,Sophia Gardens,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,11908,4162.0,The Cooper Associates County Ground,0,0,0,0.0,6.218181818181819,57,55,0,0,0,0,1,0,0,9,0,-1
8.5,ALL,Mehidy Hasan Miraz,BAN,11971,4166.0,Trent Bridge,6,7,1,85.71428571428571,0.0,0,0,0,0,0,0,0,0,0,0,0,6
8.5,ALL,Mehidy Hasan Miraz,BAN,11977,4166.0,Trent Bridge,0,0,0,0.0,5.80327868852459,59,61,0,0,0,0,1,0,0,10,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,12470,4186.0,Lord's,3,6,0,50.0,0.0,0,0,0,0,0,0,0,1,0,0,0,4
8.5,ALL,Mehidy Hasan Miraz,BAN,12473,4186.0,Lord's,0,0,0,0.0,2.950819672131148,30,61,1,0,0,0,2,0,0,10,4,44
8.5,ALL,Mehidy Hasan Miraz,BAN,12485,4186.0,Lord's,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,13075,4022.0,Providence Stadium,0,0,0,0.0,3.7,37,60,1,0,0,0,0,0,0,10,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,13108,4023.0,Providence Stadium,0,0,0,0.0,4.1,41,60,1,0,0,0,1,0,0,10,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,13148,4024.0,"Warner Park, Basseterre",0,0,0,0.0,4.40625,47,64,2,0,0,0,7,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,13159,4024.0,"Warner Park, Basseterre",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,13331,4036.0,Dubai International Cricket Stadium,15,23,1,65.21739130434783,0.0,0,0,0,0,0,0,0,0,0,0,0,13
8.5,ALL,Mehidy Hasan Miraz,BAN,13355,4036.0,Dubai International Cricket Stadium,0,0,0,0.0,3.1428571428571432,22,42,3,0,0,0,1,0,0,7,0,82
8.5,ALL,Mehidy Hasan Miraz,BAN,13480,4042.0,Dubai International Cricket Stadium,22,50,1,44.0,0.0,0,0,0,0,0,0,0,2,2,0,0,22
8.5,ALL,Mehidy Hasan Miraz,BAN,13494,4042.0,Dubai International Cricket Stadium,0,0,0,0.0,3.8,38,60,0,0,0,0,0,0,0,10,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,13538,4047.0,Sheikh Zayed Stadium,8,11,1,72.72727272727273,0.0,0,0,0,0,0,0,0,1,0,0,0,9
8.5,ALL,Mehidy Hasan Miraz,BAN,13558,4047.0,Sheikh Zayed Stadium,0,0,0,0.0,2.8,28,60,2,0,0,0,0,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,13573,4048.0,Dubai International Cricket Stadium,20,60,1,33.33333333333333,0.0,0,0,0,0,0,0,0,3,0,0,0,17
8.5,ALL,Mehidy Hasan Miraz,BAN,13598,4048.0,Dubai International Cricket Stadium,0,0,0,0.0,7.0,28,24,0,0,0,0,1,0,0,4,0,-3
8.5,ALL,Mehidy Hasan Miraz,BAN,13628,4071.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,3.1000000000000005,31,60,1,0,0,0,1,0,0,10,4,44
8.5,ALL,Mehidy Hasan Miraz,BAN,13641,4071.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,25
8.5,ALL,Mehidy Hasan Miraz,BAN,13654,4072.0,"Shere Bangla National Stadium, Mirpur",6,10,0,60.0,0.0,0,0,0,0,0,0,0,1,0,0,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,13670,4072.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,4.254545454545455,39,55,1,0,0,0,1,0,0,9,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,13699,4073.0,Sylhet International Cricket Stadium,0,0,0,0.0,2.9,29,60,4,0,0,0,0,0,0,10,0,115
8.5,ALL,Mehidy Hasan Miraz,BAN,13721,4057.0,"Shere Bangla National Stadium, Mirpur",1,4,1,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,13743,4057.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,4.6000000000000005,46,60,3,0,0,0,0,0,0,10,0,82
8.5,ALL,Mehidy Hasan Miraz,BAN,13771,4060.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,6.837209302325581,49,43,1,0,0,0,5,0,0,7,0,24
8.5,ALL,Mehidy Hasan Miraz,BAN,13783,4060.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,14116,4093.0,McLean Park,8,28,1,28.57142857142857,0.0,0,0,0,0,0,0,0,3,1,0,0,7
8.5,ALL,Mehidy Hasan Miraz,BAN,14133,4093.0,McLean Park,0,0,0,0.0,5.25,42,48,1,0,0,0,0,0,0,8,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,14148,4094.0,Hagley Oval,12,20,1,60.0,0.0,0,0,0,0,0,0,0,1,0,0,0,9
8.5,ALL,Mehidy Hasan Miraz,BAN,14164,4094.0,Hagley Oval,0,0,0,0.0,6.0,43,43,0,0,0,0,1,0,0,7,0,-1
8.5,ALL,Mehidy Hasan Miraz,BAN,14192,4095.0,University Oval,9,37,1,24.324324324324326,0.0,0,0,0,0,0,0,0,7,0,0,0,10
8.5,ALL,Mehidy Hasan Miraz,BAN,14198,4095.0,University Oval,0,0,0,0.0,4.690909090909091,43,55,1,0,0,0,1,0,0,9,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,15674,4129.0,Castle Avenue,0,0,0,0.0,3.9,39,60,1,0,0,0,1,0,0,10,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,15744,4134.0,"The Village, Malahide",0,0,0,0.0,4.1,41,60,1,0,0,0,0,0,0,10,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,15808,4137.0,"The Village, Malahide",0,0,0,0.0,5.75,23,24,1,0,0,0,1,0,0,4,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,17724,4193.0,"R.Premadasa Stadium, Khettarama",2,5,1,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,17729,4193.0,"R.Premadasa Stadium, Khettarama",0,0,0,0.0,6.222222222222221,56,54,1,0,0,0,0,0,0,9,0,24
8.5,ALL,Mehidy Hasan Miraz,BAN,17755,4194.0,"R.Premadasa Stadium, Khettarama",19,52,1,36.53846153846153,0.0,0,0,0,0,0,0,0,6,0,0,0,19
8.5,ALL,Mehidy Hasan Miraz,BAN,17768,4194.0,"R.Premadasa Stadium, Khettarama",0,0,0,0.0,5.2,52,60,1,0,0,0,1,0,0,10,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,17796,4195.0,"R.Premadasa Stadium, Khettarama",0,6,1,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,17803,4195.0,"R.Premadasa Stadium, Khettarama",0,0,0,0.0,6.555555555555555,59,54,0,0,0,0,0,0,0,9,0,-1
8.5,ALL,Mehidy Hasan Miraz,BAN,19508,4249.0,Sylhet International Cricket Stadium,1,4,1,25.0,0.0,0,0,0,0,0,0,0,0,1,0,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,19530,4249.0,Sylhet International Cricket Stadium,0,0,0,0.0,4.125,33,48,2,0,0,0,0,0,0,8,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,19543,4251.0,Sylhet International Cricket Stadium,5,6,1,83.33333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,19565,4251.0,Sylhet International Cricket Stadium,0,0,0,0.0,4.142857142857142,29,42,1,0,0,0,4,0,0,7,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,19597,4253.0,Sylhet International Cricket Stadium,0,0,0,0.0,5.755102040816326,47,49,1,0,0,0,1,0,0,8,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,19605,4253.0,Sylhet International Cricket Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,20170,4279.0,University Oval,1,10,1,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5
8.5,ALL,Mehidy Hasan Miraz,BAN,20188,4279.0,University Oval,0,0,0,0.0,4.5,9,12,0,0,0,0,0,0,0,2,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,20222,4280.0,Hagley Oval,0,0,0,0.0,3.8,38,60,0,0,0,0,0,0,0,10,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,20244,4282.0,Basin Reserve,0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,20253,4282.0,Basin Reserve,0,0,0,0.0,4.6000000000000005,23,30,0,0,0,0,0,0,0,5,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,20263,4282.0,Basin Reserve,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,21780,4270.0,Shere Bangla National Stadium,0,0,0,0.0,4.142857142857142,29,42,1,0,0,0,0,0,0,7,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,21810,4272.0,Shere Bangla National Stadium,0,0,0,0.0,2.586206896551724,25,58,5,0,0,0,0,0,0,9,0,156
8.5,ALL,Mehidy Hasan Miraz,BAN,21817,4272.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,21851,4274.0,Zahur Ahmed Chowdhury Stadium,0,0,0,0.0,1.7704918032786885,18,61,2,0,0,0,1,0,0,10,0,53
8.5,ALL,Mehidy Hasan Miraz,BAN,23241,4290.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,3.2,32,60,4,0,0,0,2,0,0,10,0,115
8.5,ALL,Mehidy Hasan Miraz,BAN,23251,4290.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,13
8.5,ALL,Mehidy Hasan Miraz,BAN,23260,4291.0,Sher-e-Bangla National Cricket Stadium,0,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,23281,4291.0,Sher-e-Bangla National Cricket Stadium,0,0,0,0.0,2.8,28,60,3,0,0,0,0,0,0,10,0,82
8.5,ALL,Mehidy Hasan Miraz,BAN,23310,4292.0,"Shere Bangla National Stadium, Mirpur",0,4,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,23314,4292.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,4.819672131147541,49,61,0,0,0,0,2,0,0,10,0,3
8.5,ALL,Mehidy Hasan Miraz,BAN,23328,4292.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,23977,4304.0,Harare Sports Club,16,25,1,64.0,0.0,0,0,0,0,0,0,0,1,1,0,0,17
8.5,ALL,Mehidy Hasan Miraz,BAN,24001,4304.0,Harare Sports Club,0,0,0,0.0,5.333333333333333,16,18,0,0,0,0,1,0,0,3,0,1
8.5,ALL,Mehidy Hasan Miraz,BAN,24009,4304.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,24028,4306.0,Harare Sports Club,6,15,1,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,ALL,Mehidy Hasan Miraz,BAN,24033,4306.0,Harare Sports Club,0,0,0,0.0,4.666666666666667,35,45,1,0,0,0,2,0,0,7,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,25631,4370.0,"SuperSport Park, Centurion",7,16,0,43.75,0.0,0,0,0,0,0,0,0,0,2,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,25653,4370.0,"SuperSport Park, Centurion",0,0,0,0.0,7.222222222222222,65,54,4,0,0,0,4,0,0,9,0,109
8.5,ALL,Mehidy Hasan Miraz,BAN,25658,4370.0,"SuperSport Park, Centurion",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,25669,4372.0,"The Wanderers Stadium, Johannesburg",22,50,1,44.0,0.0,0,0,0,0,0,0,0,1,2,0,0,21
8.5,ALL,Mehidy Hasan Miraz,BAN,25687,4372.0,"The Wanderers Stadium, Johannesburg",0,0,0,0.0,5.508196721311475,56,61,1,0,0,0,1,0,0,10,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,25716,4375.0,"SuperSport Park, Centurion",0,0,0,0.0,5.4,27,30,1,0,0,0,0,0,0,5,0,26
8.5,ALL,Mehidy Hasan Miraz,BAN,25726,4375.0,"SuperSport Park, Centurion",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,29583,4421.0,"Providence Stadium, Guyana",0,0,0,0.0,4.0,36,54,3,0,0,0,0,0,0,9,0,82
8.5,ALL,Mehidy Hasan Miraz,BAN,29594,4421.0,"Providence Stadium, Guyana",0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,13
8.5,ALL,Mehidy Hasan Miraz,BAN,29614,4426.0,"Providence Stadium, Guyana",0,0,0,0.0,3.625,29,48,5,0,0,0,0,0,0,8,0,156
8.5,ALL,Mehidy Hasan Miraz,BAN,29645,4431.0,"Providence Stadium, Guyana",16,36,0,44.44444444444444,0.0,0,0,0,0,0,0,0,0,0,0,0,10
8.5,ALL,Mehidy Hasan Miraz,BAN,29650,4431.0,"Providence Stadium, Guyana",0,0,0,0.0,7.75,62,48,0,0,0,0,1,0,0,8,0,-3
8.5,ALL,Mehidy Hasan Miraz,BAN,31003,4441.0,Harare Sports Club,0,0,0,0.0,5.9,59,60,2,0,0,0,0,0,0,10,0,51
8.5,ALL,Mehidy Hasan Miraz,BAN,31010,4441.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,31019,4442.0,Harare Sports Club,7,12,1,58.333333333333336,0.0,0,0,0,0,0,0,0,2,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,31037,4442.0,Harare Sports Club,0,0,0,0.0,5.1,51,60,2,0,0,0,1,0,0,10,0,51
8.5,ALL,Mehidy Hasan Miraz,BAN,31057,4443.0,Harare Sports Club,6,24,1,25.0,0.0,0,0,0,0,0,0,0,2,0,0,0,2
8.5,ALL,Mehidy Hasan Miraz,BAN,31081,4443.0,Harare Sports Club,0,0,0,0.0,8.0,16,12,1,0,0,0,0,0,0,2,0,22
8.5,ALL,Mehidy Hasan Miraz,BAN,31089,4443.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,13
8.5,ALL,Mehidy Hasan Miraz,BAN,32793,4493.0,"Shere Bangla National Stadium, Mirpur",10,40,0,25.0,0.0,0,0,0,0,0,0,0,4,2,0,0,12
8.5,ALL,Mehidy Hasan Miraz,BAN,32800,4493.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,4.690909090909091,43,55,1,0,0,0,3,0,0,9,0,28
8.5,ALL,Mehidy Hasan Miraz,BAN,32827,4496.0,"Shere Bangla National Stadium, Mirpur",44,86,0,51.16279069767442,0.0,0,0,0,0,0,0,0,8,4,0,0,56
8.5,ALL,Mehidy Hasan Miraz,BAN,32845,4496.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,7.076923076923077,46,39,2,0,0,0,2,0,0,6,0,47
8.5,ALL,Mehidy Hasan Miraz,BAN,32853,4496.0,"Shere Bangla National Stadium, Mirpur",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.5,ALL,Mehidy Hasan Miraz,BAN,32876,4499.0,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,5,1,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
